Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,H,L,M
297.924,308.6,1362,42.94,4,0,0,0,0,0,0,0,1,0
300.485,310.7,1809,35.64,97,0,0,0,0,0,0,0,1,0
301.116,310.7,1525,53.89,52,0,0,0,0,0,0,0,1,0
301.009,312.3,1430,43.7,126,0,1,0,0,0,0,0,1,0
300.825,310.8,1573,33.99,48,0,0,0,0,0,0,1,0,0
301.106,310.5,1442,42.41,37,0,1,0,0,0,0,0,0,1
300.568,310.9,1422,46.27,5,0,0,0,0,0,0,0,1,0
301.041,310.9,1794,29.22,20,0,0,0,0,0,0,0,1,0
297.957,309.0,1371,46.14,34,0,0,0,0,0,0,0,1,0
298.767,309.7,1463,39.27,4,0,0,0,0,0,0,0,1,0
303.677,312.4,1362,37.51,137,0,0,0,0,0,0,0,1,0
298.328,308.8,1463,37.9,7,0,0,0,0,0,0,0,0,1
298.825,310.4,1491,38.62,198,0,0,0,0,0,0,0,1,0
300.09,309.5,1616,48.13,81,0,0,0,0,0,0,0,0,1
297.498,308.6,1473,43.35,64,0,0,0,0,0,0,0,1,0
302.202,311.6,1441,45.27,93,0,0,0,0,0,0,0,0,1
298.208,308.9,1436,44.84,46,0,0,0,0,0,0,0,1,0
302.199,311.7,1604,45.81,165,0,0,0,0,0,0,0,1,0
301.793,311.1,1488,43.78,84,0,0,0,0,0,0,0,1,0
297.844,308.7,1729,34.91,121,0,0,0,0,0,0,0,1,0
297.614,308.4,1459,36.87,141,0,0,0,0,0,0,0,0,1
297.501,308.7,1482,40.83,7,0,0,0,0,0,0,0,1,0
301.624,310.6,1490,48.03,119,0,0,0,0,0,0,0,1,0
297.708,308.9,1564,36.43,132,0,0,0,0,0,0,0,0,1
297.51,308.5,1459,45.43,175,0,0,0,0,0,0,0,1,0
298.839,310.5,1459,47.78,107,0,0,0,0,0,0,0,1,0
299.183,310.4,1552,31.75,116,0,0,0,0,0,0,0,1,0
298.516,310.8,1372,46.41,73,0,0,0,0,0,0,0,1,0
299.897,308.9,1452,52.31,61,0,0,0,0,0,0,0,1,0
302.277,311.4,1396,46.42,159,0,0,0,0,0,0,0,1,0
297.416,307.9,1468,47.37,190,0,0,0,0,0,0,1,0,0
300.607,311.9,1416,47.88,123,0,0,0,0,0,0,1,0,0
303.65,311.9,1718,31.52,135,0,0,0,0,0,0,0,1,0
299.216,308.8,1564,51.18,184,1,0,0,0,0,0,0,1,0
303.545,312.4,1607,37.36,201,0,0,0,0,0,0,0,0,1
302.36,310.8,1606,24.25,36,0,0,0,0,0,0,0,1,0
297.284,308.6,1369,44.06,8,0,0,0,0,0,0,0,1,0
301.813,310.3,1446,48.63,187,0,0,0,0,0,0,0,1,0
303.035,311.5,1417,47.18,141,0,0,0,0,0,0,0,1,0
301.793,310.3,1425,40.4,103,0,0,0,0,0,0,0,1,0
299.386,310.6,1448,43.66,152,0,0,0,0,0,0,0,1,0
300.405,308.8,1823,21.25,129,0,0,0,0,0,0,0,1,0
301.831,311.4,1336,57.14,128,1,0,1,0,0,0,0,0,1
298.171,308.1,1442,43.79,118,0,0,0,0,0,0,0,1,0
300.609,311.8,1466,44.89,6,0,0,0,0,0,0,0,1,0
297.472,311.5,1538,36.44,68,0,0,0,0,0,0,0,1,0
297.42,308.6,1684,27.63,154,0,0,0,0,0,0,0,0,1
297.439,308.3,1426,41.96,60,0,0,0,0,0,0,0,0,1
297.542,308.3,1521,37.2,18,0,0,0,0,0,0,0,1,0
300.457,310.5,1446,43.14,94,0,0,0,0,0,0,0,1,0
301.721,310.4,1544,36.53,2,0,0,0,0,0,0,0,0,1
298.955,308.5,1654,35.62,90,0,0,0,0,0,0,0,1,0
300.204,311.7,1420,39.31,75,0,0,0,0,0,0,0,0,1
296.843,306.0,1407,47.09,150,0,0,0,0,0,0,0,1,0
300.347,311.7,1750,19.37,101,0,0,0,0,0,0,0,1,0
297.709,308.8,1528,42.79,31,0,0,0,0,0,0,0,0,1
297.458,309.1,1472,39.8,129,0,0,0,0,0,0,0,0,1
297.672,311.3,1423,46.37,35,0,0,0,0,0,0,0,1,0
299.035,311.1,1415,46.21,16,0,0,0,0,0,0,0,0,1
297.516,307.7,1509,36.57,35,0,0,0,0,0,0,0,1,0
296.753,308.2,1459,39.79,126,0,0,0,0,0,0,0,0,1
298.661,308.3,1469,43.13,102,0,0,0,0,0,0,0,1,0
303.165,311.9,1435,43.08,87,0,0,0,0,0,0,0,1,0
298.824,308.7,1368,54.03,172,0,0,0,0,0,0,0,1,0
303.408,313.2,1403,54.21,197,0,0,0,0,0,0,0,0,1
300.387,310.8,1382,55.16,190,0,0,0,0,0,0,0,0,1
299.171,312.0,1307,53.97,147,0,0,0,0,0,0,0,0,1
299.131,309.2,1406,47.03,131,0,0,0,0,0,0,0,1,0
299.038,308.3,1581,45.77,29,0,0,0,0,0,0,0,1,0
297.414,308.3,1457,46.66,36,0,0,0,0,0,0,0,1,0
301.343,311.3,1544,39.4,23,0,0,0,0,0,0,0,0,1
297.554,308.5,1562,43.81,66,0,0,0,0,0,0,0,1,0
299.294,310.6,1644,25.8,28,0,0,0,0,0,0,0,1,0
303.53,312.2,1436,38.33,217,0,0,0,0,0,0,0,0,1
297.436,308.2,1547,32.63,39,0,0,0,0,0,0,0,0,1
301.863,310.3,1488,47.55,27,0,0,0,0,0,0,0,1,0
298.123,309.5,1413,48.69,7,0,0,0,0,0,0,0,1,0
300.598,310.9,1443,51.8,102,0,0,0,0,0,0,0,1,0
295.871,308.2,1567,32.93,104,0,0,0,0,0,0,0,1,0
298.945,309.4,1449,45.87,20,0,0,0,0,0,0,0,1,0
298.397,308.4,1422,44.36,62,0,0,0,0,0,0,0,1,0
302.496,310.5,1528,44.13,53,0,0,0,0,0,0,0,1,0
302.579,311.3,1405,44.57,129,0,0,0,0,0,0,0,1,0
301.605,310.9,1640,33.59,123,0,0,0,0,0,0,0,1,0
301.903,310.1,1652,33.69,151,0,0,0,0,0,0,0,0,0
301.883,310.7,1429,59.19,179,0,0,0,0,0,0,0,1,0
299.651,311.6,1471,42.87,0,0,0,0,0,0,0,0,1,0
301.936,311.0,1681,28.29,104,0,0,0,0,0,0,0,1,0
298.432,307.7,1420,41.6,43,0,0,0,0,0,0,0,1,0
298.924,310.8,1448,42.9,21,0,0,0,0,0,0,0,0,1
300.758,308.7,1551,37.91,73,0,0,0,0,0,0,0,0,1
300.889,310.9,1473,42.34,2,0,0,0,0,0,0,0,1,0
297.218,308.3,1351,61.82,166,0,0,0,0,0,0,0,1,0
297.305,309.7,1569,32.12,8,0,0,0,0,0,0,0,1,0
300.331,310.2,1464,47.74,78,0,0,0,0,0,0,0,0,1
301.026,311.8,1717,21.89,151,0,0,0,0,0,0,0,0,1
301.076,311.7,1443,35.82,140,0,0,0,0,0,0,0,0,1
297.664,308.4,1539,39.9,125,0,0,0,0,0,0,0,1,0
300.073,312.0,1528,27.03,20,0,0,0,0,0,0,0,0,1
297.556,308.8,1441,45.79,38,0,0,0,0,0,0,0,0,1
303.969,311.8,1444,43.17,166,0,0,0,0,0,0,0,1,0
303.629,312.7,1522,45.71,143,0,0,0,0,0,1,0,1,0
301.05,310.5,1387,49.81,223,0,0,0,0,0,0,0,1,0
300.217,311.7,2039,15.2,161,0,0,0,0,0,0,0,1,0
297.503,308.3,1514,47.65,105,0,0,0,0,0,0,1,0,0
299.675,311.2,1423,36.37,7,0,0,0,0,0,0,0,1,0
299.334,308.8,1616,28.66,67,0,0,0,0,0,0,0,1,0
301.724,310.7,1536,42.76,187,0,0,0,0,0,0,0,1,0
298.639,310.6,1531,35.0,136,0,0,0,0,0,0,0,1,0
299.137,309.1,1486,37.86,6,0,0,0,0,0,0,0,1,0
297.731,310.9,1734,23.46,191,0,0,0,0,0,0,0,1,0
297.483,310.0,1414,46.81,113,0,0,0,0,0,0,0,1,0
301.253,311.0,1354,47.94,13,0,0,0,0,0,0,0,1,0
299.398,308.8,1449,42.61,148,0,0,0,0,0,0,0,1,0
299.473,311.3,1437,51.97,55,0,0,0,0,0,0,0,0,1
302.139,310.5,1518,43.78,84,0,0,0,0,0,0,0,0,1
301.203,310.7,1483,50.37,15,0,0,0,0,0,0,0,1,0
300.346,309.5,1441,41.45,172,0,0,0,0,0,0,0,0,1
300.308,309.7,1704,38.33,12,0,0,0,0,0,0,0,1,0
300.86,310.7,1441,38.24,183,0,0,0,0,0,0,0,0,1
300.203,311.2,1545,36.26,150,0,0,0,0,0,0,0,1,0
299.971,311.8,1550,30.57,108,0,0,0,0,0,0,0,1,0
296.948,306.2,1423,44.22,50,0,0,0,0,0,0,0,1,0
297.732,310.0,1468,40.8,58,0,0,0,0,0,0,0,0,1
297.366,310.1,1481,47.97,214,0,0,0,0,0,0,0,1,0
300.496,311.9,2381,20.33,120,0,0,0,0,0,0,0,1,0
301.334,310.8,1551,43.41,75,0,0,0,0,0,0,0,0,1
297.637,309.4,1828,23.11,161,0,0,0,0,0,0,0,1,0
298.774,310.4,1444,51.8,4,0,0,0,0,0,0,0,1,0
297.798,308.1,1452,43.67,133,0,0,0,0,0,0,0,1,0
298.703,308.7,1295,54.91,67,0,0,0,0,0,0,0,1,0
299.12,310.1,1448,37.88,56,0,0,0,0,0,0,0,1,0
300.858,311.8,1510,43.83,25,0,0,0,0,0,0,0,1,0
300.179,310.5,1416,47.52,194,0,0,0,0,0,0,0,0,1
300.52,310.1,1632,21.94,20,0,1,0,0,0,0,1,0,0
297.647,308.7,1482,46.98,127,0,0,0,0,0,0,0,1,0
297.408,308.3,1361,44.93,2,0,0,0,0,0,0,0,1,0
300.461,309.9,1679,45.99,91,0,0,0,0,0,0,0,1,0
301.24,310.9,1535,41.13,74,0,0,0,0,0,0,0,1,0
300.334,309.7,1450,49.51,42,0,0,0,0,0,0,0,1,0
300.391,311.0,1401,47.97,29,0,0,0,0,0,0,0,1,0
299.008,309.7,1528,33.06,26,0,0,0,0,0,0,0,1,0
299.231,310.7,1588,26.29,49,0,0,0,0,0,0,0,1,0
300.731,310.9,1481,44.38,83,0,0,0,0,0,0,0,1,0
300.257,310.0,1437,36.39,21,0,0,0,0,0,0,0,1,0
301.757,309.6,1556,44.74,96,0,0,0,0,0,1,0,1,0
299.635,309.7,1364,59.23,6,0,0,0,0,0,0,0,1,0
299.304,311.1,1538,38.28,189,0,0,0,0,0,0,0,1,1
300.791,310.7,1474,45.33,28,0,0,0,0,0,0,0,0,1
297.669,308.0,1889,13.98,162,0,0,0,0,0,0,0,1,0
300.682,311.8,1915,20.69,16,0,0,0,0,0,0,0,1,0
301.51,309.8,1458,47.8,14,0,0,0,1,0,0,0,0,1
300.808,310.9,1525,39.41,22,0,0,0,0,0,0,0,0,1
300.006,309.6,1359,46.41,33,0,0,0,0,0,0,1,0,0
302.79,310.3,1433,45.39,174,0,0,0,0,0,0,0,1,0
300.792,310.3,1411,52.27,7,0,0,0,0,0,0,0,1,0
299.132,308.8,1442,50.9,73,0,0,0,0,0,0,0,1,0
297.724,308.6,1431,45.79,134,0,0,0,0,0,0,0,0,1
298.306,308.4,1438,49.35,12,0,0,0,0,0,0,0,1,0
301.152,312.2,1811,22.78,213,0,0,0,0,0,0,0,1,0
297.683,308.5,1540,34.92,152,0,0,0,0,0,0,0,0,1
303.485,312.6,1306,56.32,30,0,0,0,0,0,0,0,0,1
300.33,310.4,1459,46.95,182,0,0,0,0,0,0,0,1,0
298.139,308.5,1357,57.42,1,0,0,0,0,0,0,0,0,1
300.047,311.6,1550,43.0,89,0,0,0,0,0,0,0,0,1
300.296,309.8,1656,27.65,130,0,0,0,0,0,0,0,0,1
299.018,308.3,1448,46.22,125,0,0,0,0,0,0,0,1,0
301.352,310.8,1535,35.05,79,0,0,0,0,0,0,0,1,0
298.736,309.9,1836,21.85,122,0,0,0,0,0,0,0,1,0
300.476,311.3,1610,33.86,130,0,0,0,0,0,0,0,1,0
303.84,311.5,1413,45.65,65,0,0,0,0,0,0,0,1,0
299.289,310.2,1451,49.37,224,0,0,0,0,0,0,0,1,0
301.142,310.8,1492,45.07,96,0,0,0,0,0,0,0,1,0
301.519,310.6,1395,45.81,81,0,0,0,0,0,0,0,1,0
297.487,308.8,1423,46.34,92,0,0,0,0,0,0,0,1,0
298.686,309.4,1440,42.32,101,0,0,0,0,0,0,0,1,0
297.144,308.8,1458,42.37,120,0,0,0,0,0,0,0,0,1
299.013,310.7,1513,39.71,74,0,0,0,0,0,0,0,1,0
300.333,310.3,1424,37.65,26,0,0,0,0,0,0,0,0,1
299.924,310.2,1840,28.84,41,0,0,0,0,0,0,0,1,0
301.542,310.7,1311,61.45,156,0,0,0,0,0,0,0,1,0
297.669,308.4,1411,35.95,123,0,0,0,0,0,0,0,1,0
302.197,310.1,1370,49.99,66,0,0,0,0,0,0,0,1,0
300.531,312.0,1496,41.53,7,0,0,0,0,0,0,0,0,1
300.696,310.8,1524,40.32,185,0,1,0,0,0,0,0,0,1
301.769,312.4,1595,33.01,155,0,0,0,0,0,0,0,1,0
297.653,308.5,1868,22.76,136,0,0,0,0,0,0,0,1,0
303.543,311.6,1445,38.48,55,0,0,0,0,0,0,0,1,0
297.356,305.9,1552,28.57,7,0,0,0,0,0,0,0,1,0
297.598,308.8,1520,37.34,1,0,0,0,0,0,0,0,1,0
299.197,310.3,1448,38.74,153,0,0,0,0,0,0,0,1,0
300.365,309.6,1458,46.09,184,0,0,0,0,0,0,0,0,1
297.794,309.0,1783,28.48,127,0,0,0,0,0,0,0,0,1
303.97,312.9,1460,49.01,230,0,0,0,0,0,0,0,0,1
300.565,311.6,1549,28.68,124,0,0,0,0,0,0,0,1,0
299.058,310.2,1543,37.39,132,0,0,0,0,0,0,0,1,0
299.274,310.3,1648,29.21,134,0,0,0,0,0,0,0,1,0
300.025,311.4,1361,50.81,96,0,0,0,0,0,0,0,1,0
300.615,310.9,1436,39.77,209,0,0,0,0,0,0,0,1,0
302.358,312.1,1524,40.09,85,0,0,0,0,0,0,0,1,0
299.071,308.7,1531,35.5,155,0,0,0,0,0,0,0,1,0
299.861,309.2,1423,53.71,19,0,0,0,0,0,0,0,0,1
303.07,311.1,1884,15.35,85,0,0,0,0,0,0,1,0,0
303.738,312.9,1353,52.23,175,0,0,0,0,0,0,0,1,0
297.104,308.4,1470,42.07,57,0,0,0,0,0,0,0,0,1
300.406,309.8,1401,41.87,11,0,0,0,0,0,0,0,1,0
300.579,311.8,1434,40.09,53,0,0,0,0,0,0,0,1,0
300.105,309.5,1402,53.69,198,0,0,0,0,0,0,1,0,0
300.486,309.3,1567,28.46,72,0,0,0,0,0,0,0,0,1
297.677,308.5,1622,44.85,22,0,0,0,0,0,0,0,0,1
300.687,311.2,1473,44.83,168,0,0,0,0,0,0,0,1,0
300.056,310.6,1637,35.77,98,0,0,0,0,0,0,0,1,0
301.719,309.8,1489,37.78,175,0,0,0,0,0,0,0,1,0
303.24,313.1,1541,30.37,203,0,0,0,0,0,0,0,0,1
303.595,312.4,1694,23.43,166,0,0,0,0,0,0,0,1,0
299.537,311.7,1375,45.44,208,0,0,0,0,0,0,0,0,1
301.189,310.6,1454,45.35,2,0,0,0,0,0,0,0,1,0
299.498,309.8,1491,41.9,35,0,0,0,0,0,0,0,1,0
299.073,310.7,1516,37.91,98,0,0,0,0,0,0,0,1,0
299.13,309.8,1462,43.97,171,0,0,0,0,0,0,0,1,0
299.071,308.4,1500,47.22,2,0,0,0,0,0,0,0,1,0
301.926,311.4,1505,44.83,176,0,0,0,0,0,0,0,1,0
301.266,310.8,1483,50.36,78,0,0,0,0,0,0,0,1,0
299.407,311.0,1359,61.04,67,0,0,0,0,0,0,0,1,0
302.131,312.0,1365,46.56,150,0,0,0,0,0,0,0,1,0
301.393,311.2,1457,40.67,40,0,0,0,0,0,0,0,1,0
297.475,308.6,1878,41.1,73,0,0,0,1,0,0,0,1,0
297.894,309.0,1674,25.83,28,0,0,0,0,0,0,0,1,0
303.365,313.0,1629,31.44,198,0,0,0,0,0,0,0,1,0
297.578,308.6,1454,45.66,49,0,0,0,0,0,0,0,0,1
300.525,311.1,1624,27.86,102,0,0,0,0,0,0,0,0,1
297.368,308.2,1647,27.25,36,0,0,0,0,0,0,0,1,0
298.931,308.9,1344,62.01,207,0,0,0,0,0,0,0,0,1
297.139,308.2,1434,50.58,61,0,0,0,0,0,0,0,0,1
301.211,310.5,1347,48.13,204,0,0,0,0,0,0,0,1,0
301.722,311.3,1429,44.71,155,0,0,0,0,0,0,0,1,0
300.693,308.9,1443,41.2,124,0,0,0,0,0,0,0,1,0
301.489,311.0,1431,41.66,145,0,0,0,0,0,0,0,1,0
302.159,310.0,1420,51.68,199,0,0,0,0,0,0,0,0,1
300.365,309.6,1428,43.68,1,0,0,0,0,0,0,0,1,0
299.905,311.7,1802,20.98,19,0,0,0,0,0,0,0,1,0
297.483,308.7,1550,33.9,13,0,0,0,0,0,0,0,1,1
301.737,309.8,1389,45.57,97,1,0,1,0,0,0,0,1,0
298.209,308.6,1660,27.2,49,0,0,0,0,0,0,0,0,1
299.246,308.9,1451,34.85,93,0,0,0,0,0,0,0,1,0
297.529,308.3,1545,42.26,67,0,0,0,0,0,0,0,1,0
297.44,308.7,1489,43.43,99,0,0,0,0,0,0,0,0,1
300.255,311.6,1445,36.44,42,0,0,0,0,0,0,0,1,0
302.684,310.6,1520,40.53,168,1,0,0,0,0,0,0,1,0
301.693,311.0,1196,61.26,29,0,0,0,0,0,0,0,0,1
299.007,310.4,1400,43.09,0,0,0,0,0,0,0,0,1,0
299.094,310.2,1396,47.61,25,0,0,0,0,0,0,0,1,0
300.587,309.5,1435,46.55,83,0,0,0,0,0,0,0,1,0
302.29,309.4,1604,31.71,39,0,0,0,0,0,0,0,1,0
299.143,309.5,1539,43.7,2,0,0,0,0,0,0,0,1,0
297.71,308.6,1756,29.84,203,0,0,0,0,0,0,0,1,0
297.444,308.7,1416,44.37,202,0,0,0,0,0,0,0,1,0
301.551,310.7,1471,46.43,206,0,0,0,0,0,0,0,1,0
303.423,313.1,1478,47.09,101,0,0,0,0,0,0,0,1,0
297.112,308.0,1403,48.85,156,0,0,0,0,0,0,0,0,1
302.216,308.6,1661,38.71,89,0,0,0,0,0,0,0,0,1
298.735,309.2,1338,46.11,142,0,0,0,0,0,0,0,0,1
300.55,310.8,1277,58.64,138,0,0,0,0,0,0,0,1,0
302.533,312.8,1463,47.63,106,0,0,0,0,0,0,0,0,1
300.477,310.1,1452,49.46,6,0,0,0,0,0,0,0,1,0
297.87,308.4,1765,20.35,144,0,0,0,0,0,0,0,1,0
302.215,310.7,1451,45.14,9,0,0,0,0,0,0,1,0,0
298.977,309.6,1371,51.64,154,0,0,0,0,0,0,0,1,0
300.693,312.2,1491,38.83,40,0,0,0,0,0,0,0,1,0
299.38,310.1,1799,29.14,124,0,0,0,0,0,0,0,1,0
300.459,310.7,1393,55.19,20,0,0,0,0,0,0,0,1,0
300.867,311.0,1548,35.48,69,0,0,0,0,0,0,0,1,0
296.722,311.5,1284,57.11,123,1,0,0,0,0,0,0,1,0
300.097,309.6,1529,35.25,182,0,0,0,0,0,0,0,1,0
300.234,309.5,1378,55.5,6,0,0,0,0,0,0,0,1,0
299.133,310.4,1363,65.45,118,1,0,0,0,0,0,0,1,0
300.999,310.8,1462,47.87,86,0,0,0,0,0,0,0,1,0
302.749,311.5,1481,37.69,176,0,0,0,0,0,0,0,1,0
298.846,308.3,1500,41.67,195,0,1,0,0,0,0,0,0,1
300.255,310.7,1439,48.34,195,0,0,0,0,0,0,0,1,0
299.331,309.7,1441,44.5,120,0,0,0,0,0,0,0,1,0
297.734,308.4,1601,34.9,131,0,0,0,0,0,0,0,0,1
297.64,309.0,1752,39.28,155,0,0,0,0,0,0,0,1,0
299.169,310.2,1363,44.15,104,0,0,0,0,0,0,0,1,0
297.485,309.4,1702,25.61,155,0,0,0,0,0,0,0,1,0
299.119,309.6,1474,43.04,149,0,0,0,0,0,0,0,1,0
301.426,311.2,1415,39.41,132,0,0,0,0,0,0,0,0,1
298.319,309.3,1514,35.31,153,0,0,0,0,0,0,0,1,0
298.992,309.6,1445,44.77,149,0,0,0,0,0,0,0,1,0
300.544,311.1,1647,32.25,91,0,0,0,0,0,0,0,1,0
302.337,310.9,1616,38.19,207,0,0,0,0,0,0,0,0,1
297.551,308.5,1855,34.13,115,0,0,0,0,0,0,0,1,0
296.335,308.3,1352,58.1,73,0,0,0,0,0,0,0,0,1
297.467,308.8,1373,45.85,60,0,0,0,0,0,0,0,1,0
300.305,309.0,1349,52.46,23,0,0,0,0,0,0,0,1,0
297.153,309.1,1337,59.12,57,0,0,0,0,0,0,0,1,0
297.323,308.4,1406,45.77,114,0,0,0,0,0,0,0,1,0
300.488,310.0,1391,47.04,172,1,0,0,0,0,0,1,1,0
301.644,311.3,1418,46.29,27,0,0,0,0,0,0,0,1,0
301.496,310.9,1434,42.49,4,0,0,0,0,0,0,0,1,0
302.306,311.4,1690,36.09,92,0,0,0,0,0,0,0,0,1
297.446,309.4,1490,43.52,24,0,0,0,0,0,0,0,1,0
302.862,311.6,1858,28.12,89,0,0,0,0,0,0,0,1,0
298.585,308.3,1703,35.47,40,0,0,0,0,0,0,1,0,0
298.474,310.0,1443,38.93,180,0,0,0,0,0,0,0,0,1
297.51,309.5,1426,50.44,154,0,0,0,0,0,0,1,0,0
300.372,309.8,1539,31.84,119,0,0,0,0,0,0,0,1,0
300.401,311.5,1313,53.46,197,0,0,0,0,0,0,0,0,1
304.047,311.5,1358,51.79,136,0,0,0,0,0,0,1,0,0
301.866,310.9,1849,25.54,69,0,0,0,0,0,0,0,0,1
300.259,310.8,1908,24.11,144,1,0,0,0,0,0,0,1,0
302.449,311.8,1562,33.53,87,0,0,0,0,0,0,0,1,0
300.781,310.7,1448,43.76,186,0,0,0,0,0,0,0,1,0
299.106,309.6,1699,38.55,92,0,0,0,0,0,0,1,0,0
300.579,310.8,1605,34.28,184,0,0,0,0,0,0,0,1,0
298.788,308.9,1546,37.66,53,0,0,0,0,0,0,0,1,1
303.899,311.8,1631,33.02,170,0,0,0,0,0,0,0,1,0
302.304,312.9,1522,41.64,153,0,0,0,0,0,0,0,0,1
301.403,310.3,1455,44.07,4,0,0,0,0,0,0,0,1,0
301.621,310.7,1556,42.15,83,0,0,0,0,0,0,0,1,0
300.851,310.8,1522,40.39,11,0,0,0,0,0,0,0,1,0
297.434,308.4,1429,47.86,5,0,0,0,0,0,0,1,0,0
297.434,308.6,1361,61.3,180,1,0,0,0,0,0,0,1,0
300.29,309.3,1349,50.41,92,0,0,0,0,0,0,0,1,0
298.966,308.3,1431,53.34,69,0,0,0,0,0,0,0,1,0
300.677,311.8,1492,39.3,223,0,0,0,0,0,0,1,0,0
298.805,310.7,1606,35.01,134,0,0,0,0,0,0,0,1,0
301.073,310.9,1438,39.72,216,0,0,0,0,0,0,0,1,0
301.722,310.7,1289,63.57,144,0,0,0,0,0,0,1,0,0
297.294,309.4,1436,44.4,72,0,0,0,0,0,0,0,1,0
298.093,308.8,1439,49.16,58,0,0,0,0,0,0,0,1,0
299.138,311.1,1498,43.86,1,0,0,0,0,0,0,0,1,0
298.933,309.7,1429,45.15,80,0,0,0,0,0,0,1,0,0
297.532,308.2,1580,34.79,16,0,0,0,0,0,0,0,1,0
300.666,311.4,1727,26.45,169,0,0,0,0,0,0,0,1,0
301.506,310.8,1351,54.1,130,0,0,0,0,0,0,0,1,0
300.185,310.2,1436,35.34,209,0,0,0,0,0,0,1,0,0
300.462,311.9,1384,41.87,72,0,0,0,0,0,0,0,1,0
298.702,308.4,1434,46.71,206,0,0,0,0,0,0,0,1,0
298.87,308.6,1681,29.52,98,0,0,0,0,0,0,0,1,0
300.049,310.7,1324,71.81,206,1,0,0,0,1,0,0,0,1
298.747,310.2,1366,56.82,171,0,0,0,0,0,0,0,1,0
297.451,308.1,1449,37.76,115,0,0,0,0,0,0,0,0,1
298.055,308.4,1541,33.85,60,0,0,0,0,0,0,0,0,1
297.62,309.7,1734,27.51,186,0,0,0,0,0,0,0,1,0
300.588,311.2,1429,43.73,62,0,0,0,0,0,0,0,0,1
299.862,311.2,1432,49.02,208,0,0,0,0,0,0,0,1,0
297.484,308.7,1512,41.76,73,0,0,0,0,0,0,0,1,0
300.831,310.8,1883,21.09,9,0,0,0,0,0,0,0,1,0
298.006,309.6,1401,44.51,57,0,0,0,0,0,0,0,0,1
299.187,308.7,1447,61.92,201,1,0,0,0,1,0,0,1,0
302.793,313.1,1607,36.24,55,0,0,0,0,0,0,0,0,1
301.796,310.6,1448,42.29,193,0,0,0,0,0,0,0,0,0
302.111,312.1,1424,49.25,96,0,0,0,0,0,0,0,1,0
300.12,309.9,1417,40.78,82,0,0,0,0,0,0,0,1,0
303.338,311.5,1293,47.76,14,0,0,0,0,0,0,0,0,1
300.297,311.1,1516,37.37,122,0,0,0,0,0,0,0,1,0
297.559,308.8,1440,52.29,201,0,0,0,0,0,0,0,1,0
298.527,309.3,1424,45.9,106,0,0,0,0,0,0,0,1,0
298.985,309.6,1516,31.07,144,0,0,0,0,0,0,0,1,0
299.199,308.5,1403,44.07,110,0,0,0,0,0,0,0,1,0
297.848,308.3,1438,35.41,59,0,0,0,0,0,0,1,1,0
300.906,311.5,1437,51.83,109,0,0,0,0,0,0,0,1,0
297.425,308.7,1531,42.02,55,0,0,0,0,0,0,0,1,0
298.947,308.8,1601,34.05,130,0,0,0,0,0,0,0,1,0
302.352,311.0,1529,39.14,0,0,0,0,0,0,0,0,0,1
302.528,310.8,1931,20.39,96,0,0,0,0,0,0,0,1,0
301.051,311.5,1446,38.7,129,0,0,0,0,0,0,0,1,0
301.289,310.7,1455,42.78,25,0,0,0,0,0,0,0,0,1
300.498,310.5,1690,28.03,105,0,0,0,0,0,0,0,1,0
296.349,306.1,1719,28.55,17,0,0,0,0,0,0,0,1,0
302.257,310.8,1499,39.83,164,0,0,0,0,0,0,0,1,0
300.394,311.8,1653,30.77,174,0,0,0,0,0,0,0,1,0
297.295,308.3,1440,50.42,148,0,0,0,0,0,0,0,0,1
299.978,309.9,1381,46.45,181,0,0,0,0,0,0,0,1,0
299.822,309.6,1591,39.64,105,0,0,0,0,0,0,0,1,0
303.758,312.9,1352,50.0,73,0,0,0,0,0,0,0,0,1
300.815,312.0,1427,48.38,171,0,0,0,0,0,0,0,0,1
298.371,308.6,1628,31.4,37,0,0,0,0,0,0,0,1,0
300.567,311.5,1543,39.61,100,0,0,0,0,0,0,0,1,0
299.163,309.8,1637,33.04,76,0,0,0,0,0,0,0,1,0
300.551,310.8,1407,54.75,94,0,0,0,0,0,0,0,1,0
302.118,311.3,1469,47.88,141,0,0,0,0,0,0,0,1,0
299.305,311.1,1433,44.94,209,0,0,0,0,0,0,0,1,0
300.879,309.4,1441,37.14,33,0,0,0,0,0,0,0,1,0
297.69,308.3,1517,38.13,42,0,0,0,0,0,0,0,0,1
298.199,308.1,1618,36.12,32,0,0,0,0,0,0,0,1,0
298.189,307.8,1428,42.92,80,0,0,0,0,0,0,0,0,1
300.287,311.8,1701,46.56,147,0,0,0,0,0,0,0,1,0
303.698,312.4,1627,32.09,96,0,0,0,0,0,0,0,1,0
298.253,308.8,1754,25.7,14,0,0,0,0,0,0,0,1,0
298.772,310.6,1623,34.42,100,0,0,0,0,0,0,0,1,0
303.459,313.4,1625,33.77,213,0,0,0,0,0,0,0,0,1
299.029,309.4,1774,50.15,118,0,0,0,0,0,0,0,1,0
300.065,310.9,1433,32.86,70,0,0,0,0,0,0,0,1,0
297.264,308.5,1357,45.52,220,0,0,0,0,0,0,0,1,0
304.126,313.0,1472,46.38,223,0,0,0,0,0,0,0,1,0
